G652;G652
G652A;G652A
G652B;G652B
G652C;G652C
G652D;G652D
G657;G657
G657A;G657A
G657A1;G657A1
G657A2;G657A2
G657A3;G657A3
G657B;G657B
G657B1;G657B1
G657B2;G657B2
G657B3;G657B3
